gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
Male,No relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,30,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,23,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,1,26,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,13,Remain
Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,56,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,51,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,1,19,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,11,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,9,Churn
Male,No relevent experience,Full time course,Masters,STEM,9,,,1,50,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,53,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,never,8,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,3,192,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,,never,4,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,2,51,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,7,100-500,Pvt Ltd,1,29,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,NGO,1,31,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,4,130,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,162,Remain
Male,Has relevent experience,Part time course,High School,,18,100-500,Pvt Ltd,1,13,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,86,Remain
,No relevent experience,no_enrollment,Masters,STEM,1,,,1,45,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,43,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,16,,,never,13,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,30,Remain
Male,Has relevent experience,,Masters,STEM,14,1000-4999,Pvt Ltd,4,56,Churn
,No relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,8,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,4,26,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,NGO,1,1,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,25,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,218,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Funded Startup,1,84,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,98,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,1,Oct-49,Early Stage Startup,1,32,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,8,,,1,30,Churn
,No relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,28,Remain
Male,No relevent experience,no_enrollment,High School,,7,,,never,116,Remain
Female,No relevent experience,Full time course,Graduate,STEM,3,,,never,34,Churn
Male,Has relevent experience,no_enrollment,High School,,12,50-99,Pvt Ltd,>4,314,Remain
Male,No relevent experience,Part time course,Masters,STEM,7,,Pvt Ltd,1,24,Churn
,Has relevent experience,Full time course,Masters,STEM,5,100-500,,,28,Churn
,Has relevent experience,Full time course,Graduate,STEM,6,Oct-49,Public Sector,2,51,Churn
Female,No relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Funded Startup,2,24,Remain
,No relevent experience,no_enrollment,Graduate,STEM,10,,,1,34,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,19,,,>4,13,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,46,Remain
Female,Has relevent experience,no_enrollment,,,>20,,,>4,56,Remain
,No relevent experience,Part time course,Graduate,STEM,10,100-500,NGO,1,107,Churn
Female,Has relevent experience,no_enrollment,Graduate,STEM,2,Oct-49,Pvt Ltd,1,15,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,7,500-999,Pvt Ltd,1,20,Churn
Male,Has relevent experience,no_enrollment,Graduate,Other,6,50-99,Funded Startup,1,134,Remain
Male,Has relevent experience,,Graduate,STEM,3,,,1,198,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Pvt Ltd,1,204,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,102,Remain
Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,1000-4999,Pvt Ltd,4,96,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,12,,,3,150,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,19,5000-9999,Pvt Ltd,2,46,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,,2,64,Churn
Male,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,54,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,NGO,2,16,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,,41,Churn
Male,Has relevent experience,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,1,26,Remain
Male,Has relevent experience,Full time course,High School,,7,,,1,36,Remain
Male,Has relevent experience,,Graduate,STEM,7,,Pvt Ltd,2,65,Remain
,Has relevent experience,no_enrollment,Masters,STEM,8,<10,Pvt Ltd,1,56,Remain
,Has relevent experience,no_enrollment,Graduate,Humanities,>20,1000-4999,Pvt Ltd,1,30,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,45,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,NGO,1,68,Remain
,Has relevent experience,Part time course,Masters,,18,10000+,Pvt Ltd,>4,49,Churn
,No relevent experience,Full time course,Masters,STEM,8,,Pvt Ltd,never,6,Churn
,Has relevent experience,no_enrollment,Graduate,No Major,<1,100-500,Pvt Ltd,1,76,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,21,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,3,,Public Sector,3,80,Remain
Male,Has relevent experience,no_enrollment,Masters,Other,>20,,,>4,25,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,>4,78,Remain
Male,No relevent experience,Full time course,Graduate,STEM,1,,,never,14,Remain
Male,Has relevent experience,no_enrollment,High School,,>20,,,1,152,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,94,Churn
Male,No relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Public Sector,never,28,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Early Stage Startup,1,15,Churn
,Has relevent experience,,Graduate,STEM,3,100-500,Pvt Ltd,1,107,Churn
Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,,2,100,Remain
Male,Has relevent experience,no_enrollment,Graduate,No Major,14,<10,Pvt Ltd,never,57,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Pvt Ltd,never,89,Churn
,No relevent experience,Full time course,High School,,2,,,1,40,Remain
Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,56,Remain
Male,Has relevent experience,no_enrollment,High School,,18,50-99,Pvt Ltd,>4,66,Remain
,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,never,12,Remain
,Has relevent experience,Full time course,Graduate,STEM,4,100-500,,,78,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,55,Remain
Female,No relevent experience,Full time course,Graduate,STEM,10,1000-4999,Public Sector,4,28,Remain
,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,64,Remain
Male,No relevent experience,no_enrollment,High School,,4,,Pvt Ltd,never,32,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Pvt Ltd,1,117,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Funded Startup,1,28,Remain
,Has relevent experience,no_enrollment,Masters,STEM,13,Oct-49,Pvt Ltd,4,35,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,66,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,8,Churn
Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,>4,210,Remain
,Has relevent experience,Full time course,Graduate,STEM,10,1000-4999,Pvt Ltd,1,39,Remain
Male,No relevent experience,Full time course,Graduate,STEM,10,,Other,,12,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,37,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,4,114,Churn
Male,Has relevent experience,no_enrollment,Graduate,Arts,11,50-99,Pvt Ltd,2,82,Remain
Male,No relevent experience,no_enrollment,High School,,3,Oct-49,Early Stage Startup,1,110,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,28,Remain
Male,No relevent experience,no_enrollment,Graduate,Business Degree,19,1000-4999,Pvt Ltd,never,188,Remain
Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,109,Churn
Male,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,never,156,Remain
Male,No relevent experience,no_enrollment,High School,,3,,,never,96,Remain
Male,No relevent experience,no_enrollment,Masters,STEM,>20,50-99,Public Sector,>4,15,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,Early Stage Startup,never,98,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,>20,,,4,38,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,4,,,1,18,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,8,,,3,90,Churn
Female,Has relevent experience,Full time course,Graduate,STEM,6,,,1,25,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,153,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,6,1000-4999,Pvt Ltd,1,41,Remain
,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,54,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,<1,Oct-49,Early Stage Startup,never,23,Remain
Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,4,9,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,43,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,82,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,29,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,48,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,1,10,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,158,Remain
Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,107,Churn
Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,32,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,218,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,2,43,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,NGO,1,40,Remain
Male,Has relevent experience,no_enrollment,High School,,10,100-500,Pvt Ltd,2,72,Remain
Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,31,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,250,Churn
Male,No relevent experience,Full time course,Graduate,STEM,5,,,never,34,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,,2,14,Remain
,No relevent experience,no_enrollment,High School,,6,,,>4,17,Churn
,No relevent experience,Full time course,High School,,3,10000+,Public Sector,1,35,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,,>4,106,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,90,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Public Sector,1,18,Remain
,No relevent experience,no_enrollment,High School,,4,,Pvt Ltd,never,43,Remain
,No relevent experience,Full time course,Graduate,STEM,2,,,,28,Churn
Male,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,2,27,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,145,Remain
Male,No relevent experience,Full time course,High School,,3,,Pvt Ltd,never,22,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,4,43,Remain
Male,Has relevent experience,no_enrollment,Masters,Arts,17,10000+,Pvt Ltd,>4,43,Remain
,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,3,52,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,167,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,3,18,Remain
Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,50-99,Pvt Ltd,1,128,Remain
,No relevent experience,no_enrollment,Masters,STEM,1,Oct-49,Pvt Ltd,1,47,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,3,39,Churn
Male,Has relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,never,58,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,4,62,Remain
Male,Has relevent experience,Part time course,,,7,1000-4999,,1,42,Remain
,Has relevent experience,Full time course,Graduate,STEM,9,,,1,98,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,3,72,Remain
Male,No relevent experience,no_enrollment,Graduate,Humanities,20,,,1,17,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,never,218,Remain
,No relevent experience,no_enrollment,High School,,<1,,,never,55,Remain
Male,No relevent experience,no_enrollment,Phd,Other,>20,,,>4,4,Remain
Male,No relevent experience,Full time course,High School,,3,,,never,148,Churn
Male,No relevent experience,Full time course,Masters,STEM,10,50-99,Public Sector,2,61,Remain
Male,Has relevent experience,no_enrollment,High School,,17,50-99,Funded Startup,1,71,Remain
Male,Has relevent experience,no_enrollment,High School,,19,1000-4999,Pvt Ltd,>4,122,Remain
Male,No relevent experience,no_enrollment,High School,,5,,,never,24,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,52,Remain
Female,Has relevent experience,,Graduate,STEM,13,,,4,52,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,8,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,>4,6,Remain
Male,Has relevent experience,no_enrollment,Phd,STEM,9,1000-4999,Pvt Ltd,1,80,Remain
Male,No relevent experience,no_enrollment,Phd,STEM,10,,,1,21,Churn
Male,No relevent experience,no_enrollment,High School,,1,,,never,73,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,4,,,1,55,Churn
Male,No relevent experience,no_enrollment,Primary School,,5,<10,Pvt Ltd,1,7,Remain
Male,No relevent experience,Full time course,High School,,4,,Pvt Ltd,never,108,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1,34,Remain
Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,never,21,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,2,28,Remain
Male,No relevent experience,no_enrollment,High School,,6,<10,Pvt Ltd,3,72,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,15,500-999,,never,74,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,13,50-99,Public Sector,2,21,Remain
,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,>4,6,Churn
Male,Has relevent experience,Part time course,High School,,9,100-500,Pvt Ltd,1,31,Remain
Male,No relevent experience,no_enrollment,High School,,3,,,1,80,Churn
Male,Has relevent experience,no_enrollment,High School,,3,,,1,38,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,1,56,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,3,102,Remain
Male,Has relevent experience,Part time course,High School,,6,Oct-49,Pvt Ltd,1,50,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,78,Remain
,No relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Funded Startup,,35,Remain
,Has relevent experience,Part time course,Graduate,STEM,<1,50-99,NGO,4,104,Remain
,No relevent experience,Full time course,High School,,6,,Pvt Ltd,never,184,Remain
,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Early Stage Startup,2,120,Remain
Male,Has relevent experience,,Graduate,STEM,8,50-99,Pvt Ltd,1,59,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,>4,20,Remain
,Has relevent experience,Part time course,Masters,STEM,18,,,1,47,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Public Sector,2,24,Churn
Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,,,1,32,Churn
Male,Has relevent experience,no_enrollment,Graduate,Business Degree,11,,,2,7,Churn
Male,No relevent experience,no_enrollment,Masters,STEM,4,Oct-49,Pvt Ltd,1,77,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,1,190,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,62,Remain
Male,No relevent experience,Full time course,Graduate,STEM,7,,,1,26,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,64,Remain
,No relevent experience,,,,<1,,,2,111,Remain
Male,Has relevent experience,Full time course,High School,,2,<10,Funded Startup,2,36,Remain
,No relevent experience,Full time course,Masters,STEM,13,5000-9999,Public Sector,2,6,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,184,Remain
,No relevent experience,Full time course,Graduate,STEM,>20,,,never,214,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,>4,59,Churn
Male,No relevent experience,no_enrollment,Graduate,STEM,7,,,1,61,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,4,5000-9999,,1,52,Churn
Male,No relevent experience,no_enrollment,High School,,4,,,never,28,Remain
,Has relevent experience,no_enrollment,Masters,STEM,,10000+,,,64,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,8,,,3,110,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,1,Oct-49,Early Stage Startup,never,20,Remain
